g_reflection,i_reflection,speed,brightness,time_of_observance,volume
7.516542758318961,3.9166913546687923,513.9542785123024,0.17724657993305967,105908,13.267224392159513
4.32298806240624,6.9676886859398515,63.752969735284104,0.5459215584831462,277855,39.833129508659596
4.5957240821560665,9.098297177828497,62.23394752731536,0.3892009832538033,160662,42.014556173353185
2.6896751085830926,7.964869052006008,62.47549475855757,0.5410814060823276,162092,42.05682852638499
8.075576398094757,5.169719278810756,336.44126110393063,0.17475706032051652,466853,11.779813489798144
2.6389213455403393,8.9263189624443,62.047296049658925,0.3895361758526933,189821,43.19356309332711
12.367687883706774,4.3445524235523925,538.59703581805,0.14168711273794307,204134,10.184466256619832
6.7105475380699025,5.904392701128813,113.72864409227428,0.1493953269568169,342038,11.364132220372255
6.349281998073048,4.755376949808911,287.9402576360129,0.1518324597722729,97340,14.432380001969097
15.134083932131649,9.004720558341523,76.57252444660718,0.5562616297153385,331855,494.0572560652001
2.661837767665721,8.805116847375343,62.41870132536547,0.3921184554661273,462827,47.891535093888855
14.087186677703574,11.003379292502785,284.07216919353266,0.6044367570273909,284768,369.32898959826304
12.34298476287072,5.291096891951013,580.8917871757582,0.1266289871209596,187767,14.074017810163221
1.9536635980618957,7.955740324805755,62.269127602252055,0.5754882671299402,24834,43.141861678092845
5.2147321906043524,7.226704438815652,64.39165554188672,0.4110742523098199,172464,49.01262124410961
11.28240877316928,6.950024697700251,288.98523563430524,0.10403401940743384,5917,11.868914663696925
8.238690476535528,2.156501086081005,566.6735902144181,0.19302219125436895,319565,13.184204651466425
3.223169241543113,8.982007656778594,62.36968452151794,0.4286507607589425,350214,47.302411739159574
5.029836687592249,7.952357655970003,62.77790795294084,0.3348543188236514,517355,43.82957377588865
10.395561950238891,3.095773329593391,68.81975855851421,0.11764006036980584,326237,13.326008783980427
8.753115530772892,4.279690479355073,19.03502256061705,0.17816908185228952,249650,11.057510699808915
11.724468487248316,10.93469010660751,356.22679152202363,0.4896111109361678,538018,425.83079438863547
3.6145579596949524,7.014378198809796,63.429500141280535,0.30025936180275925,551904,47.75453138292457
3.7557823244660815,8.10871626160126,62.052794682314186,0.35839980971251684,432107,40.30139338813556
2.157627606518366,6.983223838273363,62.1735656524542,0.4493628320640213,193843,49.23704378585337
10.959846164473094,10.10612973112464,441.8452708587068,0.5279608612110595,231710,300.0595947412549
6.273117330793245,5.759103542437001,477.27960753415243,0.11938128915635131,520315,12.780824891235962
5.643605380833737,9.037736538952295,63.631156462529425,0.5316934889597569,433553,43.92782254027743
10.161772635436616,8.690372655559317,88.30345445089584,0.14311323502933032,549127,11.752537454549564
7.02425192348081,2.3373013701343264,109.73308643940133,0.1765085146807459,491385,12.227503717273041
7.6526924034790405,3.9760705255646465,510.91824510738485,0.16602602876733197,306870,11.925947022177828
8.617593267466551,4.12671477404578,221.13855707282357,0.19395673866264995,326784,11.315407114601802
7.392013377696723,5.856765007780299,104.29243891871238,0.12916964919549914,315237,13.848315398838734
9.140902533033424,6.9352476192620145,559.5134440167304,0.18799585613116362,179906,10.020324852760876
5.750254323384313,7.889465716719575,63.49299425157368,0.5131482738729127,289766,43.72738050705628
3.4447222462073395,6.881515055926829,62.239228286566885,0.5728515762614347,108640,40.346341124329435
9.65424437214872,6.600797481057999,532.533203169924,0.19587365061008474,192375,9.918089097009187
10.772040372197095,2.99996466266455,443.0812346613103,0.13784264462035056,203105,13.128147420010915
11.262013926032814,4.204504317424215,629.5612646739611,0.19769107371992525,443572,11.331815535372384
7.02374340766945,3.9632528318858116,281.9026677038185,0.16029318653129435,256816,14.064973443921044
8.619434019868407,5.049693365139153,581.110141130557,0.10337141159486364,358823,10.814629729586915
10.22287434883447,5.941025639364845,333.71077797721387,0.15945916981580255,426082,11.684455099577477
9.421229978440206,9.032222917247188,287.3925433838763,0.5478410435798061,522561,462.87749457442607
4.109536537533468,7.965851554352635,62.611609639146415,0.35933238906514925,24414,40.06477325976124
8.46631901487753,6.792247478794582,80.32270171688094,0.15595194971646165,230251,13.523115878331328
5.718360979242627,9.003277908170913,63.11403250842588,0.48697357425771187,104788,45.183157123208616
8.838393986758648,3.993275305466569,476.731708786772,0.11656516869000315,2789,10.76017532771861
8.514665489825516,6.824051779633244,37.55884721109095,0.15828171582593684,12650,11.553455461751565
10.851462836547615,4.127582180518421,265.5612652472885,0.15583187830769865,119045,14.04995319412598
13.124366661228219,9.017450172672445,69.98409529041619,0.736221581123622,203370,320.74047465118764
7.749114091849297,3.769900252076048,185.67454007220616,0.197732852065751,443717,12.056038191414801
3.0871181402633563,7.159364344392475,62.11130823724641,0.5779106841850185,48227,39.98740112633166
11.05464962787526,10.991597129313755,218.0731984842213,0.4484154751060061,235101,437.8160621660586
10.021721627137206,3.872636096379593,650.6828991721275,0.13947768837648855,505521,10.130477239633839
15.681429736261414,8.223719688264984,583.2916173610964,0.19917449903395332,545536,13.578703406495254
9.639845282618207,3.000827914660799,274.8505330877847,0.17764322232223395,543425,13.129674653613256
2.5346874092080167,7.894932891292611,62.37294133105474,0.3325199945582249,254439,46.118722897682375
5.94689218699021,4.371498888352795,676.2931779704495,0.15397759426934543,107616,14.15670051687485
4.059270160813997,8.918318797159316,62.07748517923662,0.5122105270622433,59700,44.8184331303063
9.67521455095958,10.933933302527144,114.00366638468634,0.5713226373446095,342757,497.9106294417896
7.73095728951513,7.609084873920422,201.42549044430817,0.12068300430659296,457311,14.551205511846723
8.521021769735187,4.672011991242625,272.3913493094728,0.15208882890283892,255256,13.87847836505481
11.241392709713889,10.876890479577687,271.9791928850788,0.6819128588084817,90759,346.12619291784875
10.607126462906095,8.054623433134859,431.28207212532817,0.7737948632703969,432523,419.65948562565836
9.419188387890442,8.233798914258792,337.0507087090841,0.13947855061698927,82706,11.119525949242776
4.5879232752810175,7.951270576798735,64.16562060977819,0.44879406439428315,134960,45.977689202820905
11.795159067031438,6.1165891485252875,412.87122567707587,0.16756075568910994,338054,13.859890732972872
2.4658384303576053,9.010737739440417,62.8781707730679,0.5326305363350803,496389,47.84549710638851
13.28057456469894,5.2252595084576665,553.8114002031859,0.13359767679849466,170309,13.951321445775562
2.4517235177404286,7.212706755880067,62.36259507007218,0.4802005530457081,165127,40.80759426081682
15.32521361949421,10.028353188375744,263.6038179839804,0.46731574302984263,67369,337.1465515392181
7.413871720594944,3.079262946875061,32.58414267598633,0.18002708775076548,528297,11.855227927056955
